Cancer Type,Source URL,Scrape Date,Content Hash,General Description,Prognosis (Vooruitzichten),Symptoms (Symptomen),Causes (Oorzaken),Treatments (Behandeling)
Schildklierkanker,https://www.kanker.nl/kankersoorten/schildklierkanker,2026-05-31 14:57:01,d95697ef662420b5b4d268e9f0869cccb573e36b7fd7102fe03773246c6e53e9,Schildklierkanker is zeldzaam. In 2025 kregen 894 mensen de diagnose schildklierkanker. De schildklier zit in de hals en maakt hormonen: belangrijke stoffen die invloed hebben op de werking van organen.,"Hoe bedreigend de papillaire schildklierkanker is, hangt af van hoe ver de kanker is uitgebreid. Bijvoorbeeld of de tumor verder in de schildklier of in de bloedvaten is gegroeid. De uitgebreidheid van de kanker heet ook wel het stadium van de kanker. De overlevingskansen zijn het grootst als de tumor niet in andere organen is gegroeid en er geen uitzaaiingen op afstand zijn. Dan is 10 jaar na de diagnose meer dan 95% van de mensen nog in leven. De tumor kan wel terugkomen. Dat gebeurt bij ongeveer 15 - 35% van de mensen. Meestal is dat in de lymfeklieren in de hals en is een operatie mogelijk. Je komt daarom regelmatig terug in het ziekenhuis voor controles. Lees meer over deze controles.","Mensen met schildklierkanker hebben vaak geen klachten . Een verandering in de schildklier, zoals een knobbel of een verharding, kan door een tumor komen. Maar meestal is er een andere oorzaak. De arts kan niet aan de buitenkant zien of een knobbel goedaardig of kwaadaardig is. Daarom is onderzoek nodig.","Er is niet één oorzaak voor schildklierkanker. Wel kan de kans om schildklierkanker te krijgen groter worden door bestraling op jonge leeftijd van het hoofd, de hals of de borst. Of door erfelijke aanleg, bijvoorbeeld door het MEN-2-syndroom .","Bij een diagnostische operatie haalt de arts een stuk van de schildklier weg om te onderzoeken. Dit is niet altijd nodig, soms is een punctie voldoende. Lees de uitgebreide informatie over onderzoeken ."
Slokdarmkanker,https://www.kanker.nl/kankersoorten/slokdarmkanker,2026-05-31 14:57:06,b1c1554015697f2b60ec45ca59024d3f02f02ae438b1ecf569c9b9a5cb746ece,Slokdarmkanker is kanker die in de slokdarm ontstaat. De medische term hiervoor is oesofaguscarcinoom.,Slokdarmkanker komt redelijk vaak voor. Elk jaar krijgen in Nederland ongeveer 2500 mensen de diagnose slokdarmkanker. Na 5 jaar zijn gemiddeld nog 24 van de 100 mensen in leven. Voor de prognose maakt het veel uit in welk stadium de ziekte is als het ontdekt wordt. Bekijk de uitgebreide overlevingscijfers bij slokdarmkanker .,Je krijgt meestal pas klachten door slokdarmkanker als de tumor al flink gegroeid is. Er kunnen dan al uitzaaiingen zijn. De kans op genezing is groter als de tumor vroeg ontdekt wordt. Daarom is het belangrijk om de symptomen van slokdarmkanker te kunnen herkennen. Lees meer over de symptomen bij slokdarmkanker .,"Er is meestal geen precieze oorzaak van slokdarmkanker te vinden. Er zijn wel dingen die de kans op slokdarmkanker vergroten, zoals roken, overgewicht en reflux. Lees meer over de oorzaken en risicofactoren van slokdarmkanker .","Bij slokdarmkanker zijn verschillende behandelingen mogelijk. Samen met je arts bespreek je wat in jouw situatie de beste behandeling is. Mogelijke behandelingen zijn: Endoscopische behandeling Chemoradiatie Operatie Bestraling Chemotherapie Immunotherapie Doelgerichte therapie Een stent Bij de behandeling van slokdarmkanker maakt het veel uit of de tumor alleen in de slokdarm zit, is doorgegroeid of is uitgezaaid. Bekijk de mogelijke behandelingen per stadium ."
Speekselklierkanker,https://www.kanker.nl/kankersoorten/speekselklierkanker,2026-05-31 14:57:09,27b1ec5625130002f1f820a9a0918f3f048e93047479b2165149eaffef2f20e2,Bij speekselklierkanker zit er een kwaadaardige tumor in een speekselklier. Speekselklierkanker is een zeldzame soort kanker. In 2025 kregen 302 mensen de diagnose speekselklierkanker.,"De vooruitzichten bij speekselklierkanker hangen af van het soort speekselklierkanker, hoe agressief de tumor is en of er uitzaaiingen zijn. Na 10 jaar is gemiddeld nog de helft van de mensen in leven. Bekijk de cijfers over speekselklierkanker .","De meest voorkomende klachten bij speekselklierkanker zijn een zwelling in het gezicht en een verlamming van het gezicht. De verlamming in het gezicht zit vooral bij het oog en in de mondhoek. De zwelling kan pijn doen, maar dat hoeft niet altijd. Niet alle mensen met speekselklierkanker hebben klachten. Bij een deel van de mensen wordt de ziekte toevallig ontdekt. Lees meer over de symptomen van speekselklierkanker .","De precieze oorzaak van speekselklierkanker is niet bekend. Wel zijn er een aantal zaken die de kans op speekselklierkanker vergroten. Dat is bijvoorbeeld een eerdere behandeling met bestraling. En blootstelling aan bepaalde giftige stoffen, bijvoorbeeld in de industrie.","Voor speekselklierkanker zijn een paar behandelingen mogelijk. Meestal krijg je een operatie. De arts haalt dan de speekselklier met tumor weg. Na de operatie is vaak nog bestraling nodig. Na de behandeling is er een kans dat de ziekte terugkomt. Je arts kan je vertellen welke behandeling dan mogelijk is. Als de tumor ver is doorgegroeid of is uitgezaaid naar andere organen, is genezing vaak niet meer mogelijk. Je krijgt dan een behandeling om de ziekte te remmen. Bekijk de uitgebreide informatie over de behandeling van speekselklierkanker ."
Thymuskanker,https://www.kanker.nl/kankersoorten/thymuskanker,2026-05-31 14:57:22,921b2c3170c54ff73f0700e7239d3bac8ae4d3b10580cc81eff1c231fa7c07bf,"Thymuskanker is kanker van de thymus. Er zit dan een kwaadaardige tumor in de thymus. De thymus is belangrijk voor de ontwikkeling van je afweersysteem. Het orgaan ligt in de borstkas, vlak achter het borstbeen en dicht bij het hart. Een ander woord voor thymus is zwezerik. Thymuskanker heet ook wel zwezerikkanker.",De vooruitzichten van thymuskanker verschillen per soort thymuskanker. Ongeveer 1 van de 3 mensen met een thymuscarcinoom is 5 jaar na de diagnose nog in leven. Na 10 jaar is dat ruim 1 van de 4 mensen. Hoe jouw vooruitzichten zijn hangt ook af van je persoonlijke omstandigheden. Bespreek je vooruitzichten daarom met je arts. Die kan je er meer over vertellen.,Thymuskanker geeft meestal lange tijd geen klachten. Vaak wordt thymuskanker toevallig ontdekt. Symptomen van thymuskanker zijn bijvoorbeeld benauwdheid en pijn in de borstkas.,Er is geen duidelijke oorzaak van thymuskanker. Ook is niet bekend of er risicofactoren zijn die de kans groter maken dat je thymuskanker krijgt. Thymuskanker is niet erfelijk.,Vrijwel alle mensen met thymuskanker krijgen een operatie waarbij de arts de thymus verwijdert. Na de operatie kan bestraling nodig zijn.
Talgkliercarcinoom,https://www.kanker.nl/kankersoorten/talgkliercarcinoom,2026-05-31 14:57:18,f1617979d8602cfe15a34eb6f3a21d5573ab4d4fb1fe89ddb1eb9b55551b77a0,Een talgkliercarcinoom is een agressieve vorm van huidkanker. Deze kanker ontstaat in je talgklieren. Talgklieren zitten op bijna alle plekken in je huid. Maar vooral bij je ooglid zitten veel talgklieren.,"Begrijpelijk dat je op zoek gaat naar wat talgkliercarcinoom betekent voor je vooruitzichten. Is het goed te behandelen? En wat kun je verwachten voor de toekomst? Soms is daar iets over te zeggen, maar soms ook niet. De prognose van talgkliercarcinoom hangt af van verschillende dingen. Bijvoorbeeld van hoe groot de tumor is. En of er uitzaaiingen zijn. Wil je weten waar je aan toe bent? Vraag het aan je arts. Die kan misschien meer vertellen.",Een talgkliercarcinoom ziet er meestal uit als een knobbeltje op je ooglid. Of ergens anders op je huid. Op je ooglid is het vaak rood. Op de rest van je huid is het vaak geel of rood. Het kan bijna overal zitten. Meestal doet het geen pijn.,"Er zijn risicofactoren die de kans op een talgkliercarcinoom groter maken. Mensen met het Lynch-syndroom èn het Muir-Torre syndroom hebben meer kans om een talgkliercarcinoom te krijgen. Heb je eerder bestraling gehad op je huid? Dan heb je op de bestraalde plek een iets grotere kans op huidkanker, en dus ook op talgklierkanker.",Er zijn verschillende behandelingen mogelijk bij een talgkliercarcinoom. De meeste mensen krijgen een operatie. Sommige mensen krijgen chemotherapie of bestraling.
Trofoblastziekten,https://www.kanker.nl/kankersoorten/trofoblastziekten,2026-05-31 14:57:29,60126a92dbd1ab9045d55773d0ead72d6f2dd8fd7e59fbd959382dab56feef1a,Trofoblastziekten ontstaan tijdens of na een zwangerschap in de placenta. Trofoblastziekten zijn meestal goedaardig. Kwaadaardige trofoblastziekten (kanker) komen maar een paar keer per jaar voor in Nederland.,"De vooruitzichten voor vrouwen met een laag-risico-trofoblastziekte zijn heel goed. Vijf jaar na de diagnose zijn 99 van de 100 van de vrouwen nog in leven. De vooruitzichten voor vrouwen met een hoog-risico-trofoblastziekte zijn ook goed, maar wel wat minder goed dan bij laag risico. Bespreek je vooruitzichten met je arts.","Meestal heb je geen klachten. De ziekte wordt dan ontdekt omdat het zwangerschapshormoon hCG na je mola-zwangerschap onvoldoende daalt. Soms heb je wel klachten, zoals misselijkheid of bloedverlies uit de vagina. Of klachten die passen bij uitzaaiingen. Bijvoorbeeld hoesten en kortademigheid door uitzaaiingen in de longen.","Trofoblastziekten ontstaan in of na een zwangerschap. Soms pas jaren later. Trofoblastziekten ontstaan uit trofoblastcellen. Dit zijn cellen die de placenta (gaan) vormen bij een zwangerschap. De trofoblastcellen maken het zwangerschapshormoon hCG. Iedere zwangere vrouw heeft hCG in haar bloed. Maar vrouwen met een trofoblastziekte hebben meestal veel meer hCG in hun bloed dan normaal is voor een zwangerschap. Door de hoeveelheid hCG in je bloed te meten, ziet een arts of je een trofoblastziekte hebt. De Engelse naam voor trofoblastziekten is Gestational Trophoblastic Disease: GTD.","Als je een mola-zwangerschap hebt, is een behandeling nodig: een vacuümcurettage. Bij deze behandeling zuigt de arts de mola-blaasjes weg via je vagina. Je gaat hiervoor onder narcose. Tijdens de behandeling kijkt de arts met een echo of alle blaasjes weg zijn. Soms blijft er iets achter, meestal ruimt je lichaam dit zelf op. De hCG-waarde in je bloed daalt dan vanzelf ook weer tot de normale waarde. In het laboratorium onderzoekt een patholoog de weggenomen blaasjes. Een patholoog is een arts die veel verstand heeft van afwijkingen in cellen en weefsels. Daarna krijg je van je arts de definitieve diagnose."
Strottenhoofdkanker,https://www.kanker.nl/kankersoorten/strottenhoofdkanker,2026-05-31 14:57:16,000728cdd87c00015ef3a252256201f51401dbc26de064a1532a930ea48d33c1,"Strottenhoofdkanker is kanker van het strottenhoofd. Een tumor kan op verschillende plekken in het strottenhoofd ontstaan. Meestal ontstaat de tumor op de stembanden, soms erboven en soms eronder.",Als je kanker hebt schieten allerlei vragen door je hoofd. Word ik weer beter? Hoe lang heb ik nog? Deze video helpt om daarover in gesprek te gaan met je arts en de mensen om je heen.,Deze informatie is gecontroleerd door deskundigen.,Deze informatie is gecontroleerd door deskundigen.,"Via de PVHH kun je in contact komen met andere mensen die ook hoofd-halskanker hebben (gehad) en met patiëntvoorlichters. Een patiëntvoorlichter is iemand met hoofd-halskanker die dezelfde behandeling heeft gehad als die jij krijgt en door de PVHH is opgeleid als patiëntvoorlichter. De voorlichter kan je voor de behandeling opzoeken. Hij of zij bespreekt met je hoe de ingreep bij hem of haar is gegaan. Zo krijg je een beter beeld van de behandeling. En ook van wat je daarna te wachten staat, en hoe je het beste met de gevolgen van de ziekte kunt omgaan. In een aantal ziekenhuizen regelen de verpleegkundigen het contact met de patiëntvoorlichters. Is dit in jouw ziekenhuis nog niet het geval? Dan kun je via PVHH in contact komen met een ervaringsdeskundige van jouw soort kanker."
Tongkanker,https://www.kanker.nl/kankersoorten/tongkanker,2026-05-31 14:57:25,80ce9c6ab70249fd8009e3f87ddeef0be9f51d0848da56d4a604d679fc2fda30,Bij tongkanker zit er kanker in of op de tong. Bij kanker gaat het om een kwaadaardige tumor. Tongkanker is een vorm van hoofd-halskanker.,Bekijk de uitgebreide informatie over niet meer beter worden.,"Klachten die kunnen horen bij tongkanker: De tong is gezwollen, voelt geïrriteerd aan en kan pijn doen. Er zit een zweertje op de tong dat maar niet dichtgaat en pijn kan doen. De tong doet pijn bij eten, slikken of praten. Hierdoor heb je moeite met deze dingen. Er zit een bultje op de tong. Let op: de achterste smaakpapillen van je tong zien er ook uit als bultjes.",De belangrijkste oorzaken van tongkanker zijn roken en veel alcohol drinken. Ook besmetting met HPV kan een oorzaak zijn voor tongkanker. Er zijn ook nog een paar andere risicofactoren .,"Bij tongkanker zijn verschillende behandelingen mogelijk. Zit de tumor in het voorste deel van de tong en is er kans op genezing? Dan krijg je meestal een operatie. Na de operatie volgt vaak nog een nabehandeling met bestraling, of met chemoradiatie. Als de kanker in de tongbasis zit en er genezing mogelijk is, stelt de arts meestal een behandeling voor met bestraling, vaak samen met chemotherapie. Dit heet chemoradiatie. Als genezing niet meer mogelijk is, zijn er verschillende behandelingen die als doel hebben de ziekte te remmen. Zoals bestraling, chemotherapie en immunotherapie. Bekijk de uitgebreide informatie over de behandeling van tongkanker ."
Zeldzame kankers,https://www.kanker.nl/kankersoorten/zeldzame-kankers,2026-05-31 14:57:48,396b6fbb0d73396c429a72a5f4e0a620adb837b56f0f47c5c61797ff1d5bbc19,"Als je een zeldzame kanker hebt, denk je misschien: ik ben dus een uitzondering. Toch heeft 1 van de 5 mensen met kanker een zeldzame vorm. Al die mensen lopen vaak tegen dezelfde dingen aan. Op deze pagina geven we je tips en houvast.",N/A,N/A,N/A,N/A
Urachuskanker,https://www.kanker.nl/kankersoorten/urachuskanker,2026-05-31 14:57:35,caaa49defbab8d91945615b2e7f4542c896a6dd26a15ce11937cfc5c9a4713a9,Urachuskanker is een tumor die ontstaat in de urachus. Dat is een kanaaltje dat je blaas met je navel verbindt als je nog niet geboren bent. Een ander woord voor urachuskanker is urachuscarcinoom.,"Begrijpelijk dat je meer wilt weten over je vooruitzichten. Is urachuskanker goed te behandelen en wat kun je verwachten? Soms is daar iets over te zeggen, maar soms ook niet. De prognose hangt af van verschillende dingen. Bijvoorbeeld van hoe groot de tumor is. En of er uitzaaiingen zijn. Wil je weten waar je aan toe bent? Vraag het aan je arts. Die kan misschien meer vertellen.",Urachuskanker geeft in het begin meestal geen klachten. Daardoor wordt de ziekte vaak pas laat ontdekt. De klacht die het meest voorkomt bij urachuskanker is bloed in je plas.,Hoe urachuskanker ontstaat weten artsen niet precies. Je kunt het alleen krijgen als er restjes van de urachus zijn achtergebleven na je geboorte. Soms gaan deze resten ontsteken. Gebeurt dit vaker? Dan is je kans op urachuskanker wat groter. Maar je kunt ook urachuskanker krijgen zonder dat je ooit klachten hebt gehad.,Blijkt uit onderzoek dat je urachuskanker hebt? Dan krijg je meestal een operatie. Soms krijg je na de operatie chemotherapie.
Ziekte van Waldenström,https://www.kanker.nl/kankersoorten/ziekte-van-waldenstrom,2026-05-31 14:57:48,d0c7d5ede06575fb65b861ca56d662247dfdbc330edec431bcf341933f809321,De ziekte van Waldenström is kanker van de witte bloedcellen. Meestal zit de ziekte in het beenmerg. De ziekte ontwikkelt zich langzaam. Met medicijnen kun je soms jarenlang leven met Waldenström.,Veel mensen die net te horen hebben gekregen dat ze kanker hebben willen iets weten over hun vooruitzichten. Wat staat er te gebeuren en hoe lang heb ik nog te leven? Je kunt niet genezen van de ziekte van Waldenström. Wel kun je door de behandeling vaak lang geen last hebben van de ziekte. Ook kun je als de ziekte terugkomt opnieuw behandeld worden. Dat kan vaak meerdere keren. Wil je weten waar je aan toe bent? Vraag het aan je hematoloog. Die kan misschien meer vertellen.,"De ziekte van Waldenström kan veel verschillende klachten geven, zoals vermoeidheid of bloedarmoede. Niet iedereen heeft evenveel last van de klachten. Soms zijn er helemaal geen symptomen.",Het is niet bekend waardoor de ziekte van Waldenström precies ontstaat. Er zijn geen risicofactoren bekend waardoor je kans op de ziekte groter is.,"Je kunt niet genezen van de ziekte van Waldenström, de meeste mensen krijgen medicijnen om de ziekte te onderdrukken. Welke medicijnen je precies krijgt, bespreek je samen met je hematoloog."
Zaadbalkanker (teelbalkanker),https://www.kanker.nl/kankersoorten/zaadbalkanker-teelbalkanker,2026-05-31 14:57:40,9ff1ab5c2e852bd6480efa3c4ba55278556a52a58d0ee4ab7224081dda664a36,Zaadbalkanker is kanker die ontstaat in de zaadbal (teelbal). Het medische woord is testiscarcinoom. Zaadbalkanker komt weinig voor. Jonge mannen tussen de 18 en 35 jaar hebben de grootste kans op zaadbalkanker.,Meestal wordt zaadbalkanker vroeg ontdekt. Dan is de kans op genezing groot: 90 tot 100%. Soms is zaadbalkanker al uitgezaaid naar de lymfeklieren in de buik als de ziekte ontdekt wordt. Ook dan is de prognose meestal goed. Bekijk de overlevingscijfers van zaadbalkanker .,"Bij zaadbalkanker kan de zaadbal iets groter zijn, of je kunt een knobbel of verharding voelen. Die knobbels zijn meestal niet pijnlijk, maar kunnen wel pijnlijk zijn bij aanraking.","Waarschijnlijk ontstaat zaadbalkanker door een combinatie van factoren. Het voorkomen van zaadbalkanker in de familie speelt een rol, maar omgevingsfactoren nog meer. Lees wat de belangrijkste risicofactoren voor zaadbalkanker zijn.","Heeft de arts een kwaadaardige tumor in de zaadbal gevonden? Dan is vaak verder onderzoek nodig. Je krijgt dan een CT-scan van je buik en je longen . Hiermee kan de arts vaststellen hoever de tumor zich heeft uitgebreid, en of er uitzaaiingen zijn. Zo kan de arts bepalen welke behandeling het meest geschikt is. Soms is ook nog een van deze onderzoeken nodig: CT-scan van je hersenen MRI-scan van je hersenen"
Vaginakanker,https://www.kanker.nl/kankersoorten/vaginakanker,2026-05-31 14:57:37,562c7edfa4772047d8bac15d9c02c6a1389553b8c548035d24dfa536eb16693b,Vaginakanker is kanker die in de vagina ontstaat. Het medische woord is vaginacarcinoom. Vaginakanker komt heel weinig voor.,"Het is begrijpelijk dat je meer wilt weten over je vooruitzichten. Is vaginakanker goed te behandelen en wat kun je verwachten? Soms is daar iets over te zeggen, maar soms ook niet. Dat hangt af van verschillende dingen Bijvoorbeeld hoe groot de tumor is en of er uitzaaiingen zijn. Wil je weten waar je aan toe bent? Vraag het je arts. Die kan misschien meer vertellen. Bekijk de overlevingscijfers van vaginakanker .",Vaginakanker kun je opmerken doordat je onverwacht bloed verliest uit je vagina. Na het vrijen of tussen je menstruaties door. Of doordat je afscheiding er anders uitziet dan je gewend bent.,"Het afweersysteem kan virussen opruimen die in het lichaam zijn gekomen. Bij de meeste vrouwen ruimt het afweersysteem HPV op. Als het afweersysteem HPV niet opruimt, kunnen er afwijkende cellen in de vagina ontstaan. Dit heet het voorstadium van vaginakanker (VaIN) . Zijn de cellen een beetje afwijkend? Dan kan het lichaam die cellen herkennen en zelf opruimen. Soms gebeurt dat niet. Dan gaan de cellen steeds meer afwijken van gezonde cellen. Zonder behandeling kan het voorstadium dan veranderen in vaginakanker. Daar gaat vaak lange tijd overheen, soms wel 15 jaar. Goed om te weten: de kans om vaginakanker te krijgen door HPV is heel klein.","Er zijn verschillende behandelingen mogelijk bij vaginakanker. Zoals bestraling, chemoradiatie of een operatie."
Wekedelentumoren / wekedelensarcomen,https://www.kanker.nl/kankersoorten/wekedelentumoren-wekedelensarcomen,2026-05-31 14:57:38,2a7f274e007dd3cb5b68bb2792639501b97ea04dd339a51c52792a688b0b979e,"Een sarcoom is een kwaadaardige tumor (kanker) die ontstaat in de weke delen of in de botten. Weke delen zijn bijvoorbeeld vetweefsel, spieren, zenuwen en bloedvaten.",De vooruitzichten bij een alveolair wekedelensarcoom verschillen per persoon. Je kunt je vooruitzichten het best met je arts bespreken.,"Wanneer je een wekedelensaroom hebt, kun je verschillende klachten krijgen. In het begin heb je meestal geen klachten. Een belangrijk symptoom is een zwelling of bult in je buik, been of arm. Meestal wordt een tumor in de weke delen pas laat ontdekt. Dat komt omdat wekedelentumoren zeldzaam zijn. En een zwelling, bult of knobbeltje is meestal geen kanker. Daarom wordt vaak ook niet aan kanker gedacht. Lees de uitgebreide informatie over symptomen van wekedelensarcomen .",Meestal is de oorzaak van een wekedelensarcoom niet bekend. Sommige mensen hebben een grotere kans op een wekedelensarcoom. Maar vaak is het toeval als  er een wekedelensarcoom ontstaat. Lees meer over de risicofactoren van wekedelensarcomen .,"Welke behandeling je krijgt als je een wekedelensarcoom hebt, ligt aan het soort sarcoom. Als het kan, probeert de chirurg het sarcoom te verwijderen. Omdat wekedelensarcomen zeldzaam zijn, is het belangrijk dat de behandeling in een expertisecentrum gebeurt."
